[2025-12-03 16:51:36] Iniciando proceso de extracción de grupos y miembros...
[2025-12-03 16:51:36] Generando listado de grupos...
[2025-12-03 16:51:38] Se encontraron     1000 grupos
[2025-12-03 17:10:36] Grupo myplan@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:36] Procesando grupo 967/    1000: multiplicagiftcards@spinbyoxxo.com.mx
[2025-12-03 17:10:37] Grupo multiplicagiftcards@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:37] Procesando grupo 968/    1000: monitoreoaclaracionesfraudes@spinbyoxxo.com.mx
[2025-12-03 17:10:38] Grupo monitoreoaclaracionesfraudes@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:38] Procesando grupo 969/    1000: mrycti@spinbyoxxo.com.mx
[2025-12-03 17:10:39] Grupo mrycti@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:39] Procesando grupo 970/    1000: monitoreofraudes@spinbyoxxo.com.mx
[2025-12-03 17:10:39] Grupo monitoreofraudes@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:39] Procesando grupo 971/    1000: mitfemsa@spinbyoxxo.com.mx
[2025-12-03 17:10:40] Grupo mitfemsa@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:40] Procesando grupo 972/    1000: minutatops@spinbyoxxo.com.mx
[2025-12-03 17:10:41] Grupo minutatops@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:41] Procesando grupo 973/    1000: microfocus@spinbyoxxo.com.mx
[2025-12-03 17:10:42] Grupo microfocus@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:42] Procesando grupo 974/    1000: misequipos@spinbyoxxo.com.mx
[2025-12-03 17:10:42] Grupo misequipos@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:43] Procesando grupo 975/    1000: mesadecontrol@spinbyoxxo.com.mx
[2025-12-03 17:10:43] Grupo mesadecontrol@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:43] Procesando grupo 976/    1000: mejorasinteraccionesspin-oxxo@spinbyoxxo.com.mx
[2025-12-03 17:10:44] Grupo mejorasinteraccionesspin-oxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:44] Procesando grupo 977/    1000: licencia@spinbyoxxo.com.mx
[2025-12-03 17:10:45] Grupo licencia@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:45] Procesando grupo 978/    1000: llamadasgrabadas@spinbyoxxo.com.mx
[2025-12-03 17:10:46] Grupo llamadasgrabadas@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:46] Procesando grupo 979/    1000: matrizdecasosarco-une-acl-pf-cc@spinbyoxxo.com.mx
[2025-12-03 17:10:47] Grupo matrizdecasosarco-une-acl-pf-cc@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:47] Procesando grupo 980/    1000: libra@spinbyoxxo.com.mx
[2025-12-03 17:10:47] Grupo libra@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:47] Procesando grupo 981/    1000: legalspin@spinbyoxxo.com.mx
[2025-12-03 17:10:48] Grupo legalspin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:48] Procesando grupo 982/    1000: legalspin-oxxo@spinbyoxxo.com.mx
[2025-12-03 17:10:49] Grupo legalspin-oxxo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:49] Procesando grupo 983/    1000: lace-spin@spinbyoxxo.com.mx
[2025-12-03 17:10:50] Grupo lace-spin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:50] Procesando grupo 984/    1000: legal-condusef-2025@spinbyoxxo.com.mx
[2025-12-03 17:10:51] Grupo legal-condusef-2025@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:51] Procesando grupo 985/    1000: leadsbo@spinbyoxxo.com.mx
[2025-12-03 17:10:51] Grupo leadsbo@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:51] Procesando grupo 986/    1000: kamoxxospin@spinbyoxxo.com.mx
[2025-12-03 17:10:52] Grupo kamoxxospin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:52] Procesando grupo 987/    1000: itspin@spinbyoxxo.com.mx
[2025-12-03 17:10:53] Grupo itspin@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:53] Procesando grupo 988/    1000: inviteapruebasdeusabilidad@spinbyoxxo.com.mx
[2025-12-03 17:10:54] Grupo inviteapruebasdeusabilidad@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:54] Procesando grupo 989/    1000: inventariospei@spinbyoxxo.com.mx
[2025-12-03 17:10:55] Grupo inventariospei@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:55] Procesando grupo 990/    1000: internocontinuidaddelnegocio@spinbyoxxo.com.mx
[2025-12-03 17:10:55] Grupo internocontinuidaddelnegocio@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:55] Procesando grupo 991/    1000: internos-leads@spinbyoxxo.com.mx
[2025-12-03 17:10:56] Grupo internos-leads@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:56] Procesando grupo 992/    1000: intercambio@spinbyoxxo.com.mx
[2025-12-03 17:10:57] Grupo intercambio@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:57] Procesando grupo 993/    1000: integracioneslending@spinbyoxxo.com.mx
[2025-12-03 17:10:58] Grupo integracioneslending@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:58] Procesando grupo 994/    1000: insumosconciliaciones@spinbyoxxo.com.mx
[2025-12-03 17:10:59] Grupo insumosconciliaciones@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:59] Procesando grupo 995/    1000: ingenieraderoles@spinbyoxxo.com.mx
[2025-12-03 17:10:59] Grupo ingenieraderoles@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:10:59] Procesando grupo 996/    1000: insumor27@spinbyoxxo.com.mx
[2025-12-03 17:11:00] Grupo insumor27@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:11:00] Procesando grupo 997/    1000: incidentesseguridad@spinbyoxxo.com.mx
[2025-12-03 17:11:01] Grupo incidentesseguridad@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:11:01] Procesando grupo 998/    1000: hydra@spinbyoxxo.com.mx
[2025-12-03 17:11:02] Grupo hydra@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:11:02] Procesando grupo 999/    1000: horarioprueba@spinbyoxxo.com.mx
[2025-12-03 17:11:03] Grupo horarioprueba@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:11:03] Procesando grupo 1000/    1000: hercules@spinbyoxxo.com.mx
[2025-12-03 17:11:03] Grupo hercules@spinbyoxxo.com.mx: Vacío
[2025-12-03 17:11:03] Proceso completado. Archivos generados:
[2025-12-03 17:11:03] - Grupos: daf_groups_03-12-2025-16-51-35.csv
[2025-12-03 17:11:03] - Miembros: daf_members_by_group_03-12-2025-16-51-35.csv
[2025-12-03 17:11:03] - Log: daf_grupos_usuarios_daf_03-12-2025-16-51-35.log
[2025-12-03 17:11:03] Limpiando archivos temporales...
